"Census Profile, 2021 Census of Population"
,,,"Vancouver, City (CY) [Census subdivision], British Columbia",,
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",,508140,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 60150,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",,415915,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 58700,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",,454215,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",,  9940,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 49585,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6410,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,169180,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  9610,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",12,  100.0,"",
"Income of individuals in 2020","  Market income (%)",13,   87.2,"",
"Income of individuals in 2020","    Employment income (%)",14,   69.6,"",
"Income of individuals in 2020","  Government transfers (%)",15,   12.9,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    0.9,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    5.6,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    4.6,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",16,580010,"",
"Income of individuals in 2020","  Without total income",, 16285,"",
"Income of individuals in 2020","  With total income",,563730,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 55370,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 61180,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 86405,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 67875,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 55555,"",
"Income of individuals in 2020","    $50,000 to $59,999",, 46055,"",
"Income of individuals in 2020","    $60,000 to $69,999",, 37150,"",
"Income of individuals in 2020","    $70,000 to $79,999",, 30195,"",
"Income of individuals in 2020","    $80,000 to $89,999",, 24045,"",
"Income of individuals in 2020","    $90,000 to $99,999",, 19545,"",
"Income of individuals in 2020","    $100,000 and over",, 80345,"",
"Income of individuals in 2020","      $100,000 to $149,999",, 46155,"",
"Income of individuals in 2020","      $150,000 and over",, 34195,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",17,580010,"",
"Income of individuals in 2020","  Without after-tax income",, 15975,"",
"Income of individuals in 2020","  With after-tax income",,564035,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 57995,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 63245,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 97585,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 77280,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 63640,"",
"Income of individuals in 2020","    $50,000 to $59,999",, 50160,"",
"Income of individuals in 2020","    $60,000 to $69,999",, 38210,"",
"Income of individuals in 2020","    $70,000 to $79,999",, 29320,"",
"Income of individuals in 2020","    $80,000 to $89,999",, 21470,"",
"Income of individuals in 2020","    $90,000 to $99,999",, 14965,"",
"Income of individuals in 2020","    $100,000 and over",, 50165,"",
"Income of individuals in 2020","      $100,000 to $124,999",, 21515,"",
"Income of individuals in 2020","      $125,000 and over",, 28645,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",14,580010,"",
"Income of individuals in 2020","  Without employment income",,164095,"",
"Income of individuals in 2020","  With employment income",,415915,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",, 51110,"",
"Income of individuals in 2020","    $5,000 to $9,999",, 33650,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 48115,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 36415,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 34295,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 34220,"",
"Income of individuals in 2020","    $50,000 to $59,999",, 32385,"",
"Income of individuals in 2020","    $60,000 to $69,999",, 27390,"",
"Income of individuals in 2020","    $70,000 to $79,999",, 22615,"",
"Income of individuals in 2020","    $80,000 to $89,999",, 19180,"",
"Income of individuals in 2020","    $90,000 to $99,999",, 15870,"",
"Income of individuals in 2020","    $100,000 and over",, 60670,"",
"Income of individuals in 2020","      $100,000 to $124,999",, 23930,"",
"Income of individuals in 2020","      $125,000 and over",, 36740,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",18,580010,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",,545310,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 39200,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",,546235,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 35200,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",,499605,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 39600,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",,418280,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 40400,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",,356615,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1680,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",, 25265,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  5640,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data",19,580010,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 25% sample data",,544950,"",
"Income of individuals in 2019","    Average total income in 2019 among recipients ($)",, 59550,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 25% sample data",,545825,"",
"Income of individuals in 2019","    Average after-tax income in 2019 among recipients ($)",, 47800,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 25% sample data",,499235,"",
"Income of individuals in 2019","    Average market income in 2019 among recipients ($)",, 60450,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 25% sample data",,418215,"",
"Income of individuals in 2019","    Average employment income in 2019 among recipients ($)",, 56800,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 25% sample data",,356225,"",
"Income of individuals in 2019","    Average government transfers in 2019 among recipients ($)",,  6420,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 - 25% sample data",, 25615,"",
"Income of individuals in 2019","    Average employment insurance benefits in 2019 among recipients ($)",,  7390,"",
"Income of individuals in 2019","Composition of total income in 2019 of the population aged 15 years and over in private households (%) - 25% sample data",,  100.0,"",
"Income of individuals in 2019","  Market income (%)",,   93.0,"",
"Income of individuals in 2019","    Employment income (%)",,   73.2,"",
"Income of individuals in 2019","  Government transfers (%)",,    7.0,"",
"Income of individuals in 2019","    Employment insurance benefits (%)",,    0.6,"",
"Income of households in 2020","Total - Income statistics for private households - 100% data",20,305335,"",
"Income of households in 2020","  Median total income of household in 2020 ($)",, 82000,"",
"Income of households in 2020","  Median after-tax income of household in 2020 ($)",, 72000,"",
"Income of households in 2020","    Total - Income statistics for one-person private households - 100% data",,119805,"",
"Income of households in 2020","      Median total income of one-person households in 2020 ($)",, 46400,"",
"Income of households in 2020","      Median after-tax income of one-person households in 2020 ($)",, 41600,"",
"Income of households in 2020","    Total - Income statistics for two-or-more-persons private households - 100% data",,185530,"",
"Income of households in 2020","      Median total income of two-or-more-person households in 2020 ($)",,112000,"",
"Income of households in 2020","      Median after-tax income of two-or-more-person households in 2020 ($)",, 99000,"",
"Income of households in 2020","Total - Income statistics for private households - 25% sample data",21,305335,"",
"Income of households in 2020","  Average total income of household in 2020 ($)",,114900,"",
"Income of households in 2020","  Average after-tax income of household in 2020 ($)",, 92500,"",
"Income of households in 2020","    Total - Income statistics for one-person private households - 25% sample data",,119745,"",
"Income of households in 2020","      Average total income of one-person households in 2020 ($)",, 63300,"",
"Income of households in 2020","      Average after-tax income of one-person households in 2020 ($)",, 51200,"",
"Income of households in 2020","    Total - Income statistics for two-or-more-persons private households - 25% sample data",,185595,"",
"Income of households in 2020","      Average total income of two-or-more-person households in 2020 ($)",,148200,"",
"Income of households in 2020","      Average after-tax income of two-or-more-person households in 2020 ($)",,119200,"",
"Income of households in 2020","Total - Household total income groups in 2020 for private households - 100% data",16,305335,"",
"Income of households in 2020","  Under $5,000",,  7260,"",
"Income of households in 2020","  $5,000 to $9,999",,  2990,"",
"Income of households in 2020","  $10,000 to $14,999",,  4025,"",
"Income of households in 2020","  $15,000 to $19,999",,  8210,"",
"Income of households in 2020","  $20,000 to $24,999",, 14595,"",
"Income of households in 2020","  $25,000 to $29,999",, 10570,"",
"Income of households in 2020","  $30,000 to $34,999",, 10515,"",
"Income of households in 2020","  $35,000 to $39,999",, 11620,"",
"Income of households in 2020","  $40,000 to $44,999",, 10450,"",
"Income of households in 2020","  $45,000 to $49,999",, 10315,"",
"Income of households in 2020","  $50,000 to $59,999",, 20760,"",
"Income of households in 2020","  $60,000 to $69,999",, 19740,"",
"Income of households in 2020","  $70,000 to $79,999",, 18775,"",
"Income of households in 2020","  $80,000 to $89,999",, 17225,"",
"Income of households in 2020","  $90,000 to $99,999",, 15485,"",
"Income of households in 2020","  $100,000 and over",,122810,"",
"Income of households in 2020","    $100,000 to $124,999",, 31225,"",
"Income of households in 2020","    $125,000 to $149,999",, 23270,"",
"Income of households in 2020","    $150,000 to $199,999",, 29850,"",
"Income of households in 2020","    $200,000 and over",, 38465,"",
"Income of households in 2020","Total - Household after-tax income groups in 2020 for private households - 100% data",17,305335,"",
"Income of households in 2020","  Under $5,000",,  8305,"",
"Income of households in 2020","  $5,000 to $9,999",,  3055,"",
"Income of households in 2020","  $10,000 to $14,999",,  4095,"",
"Income of households in 2020","  $15,000 to $19,999",,  8565,"",
"Income of households in 2020","  $20,000 to $24,999",, 15495,"",
"Income of households in 2020","  $25,000 to $29,999",, 12065,"",
"Income of households in 2020","  $30,000 to $34,999",, 12080,"",
"Income of households in 2020","  $35,000 to $39,999",, 13130,"",
"Income of households in 2020","  $40,000 to $44,999",, 12385,"",
"Income of households in 2020","  $45,000 to $49,999",, 12390,"",
"Income of households in 2020","  $50,000 to $59,999",, 24430,"",
"Income of households in 2020","  $60,000 to $69,999",, 22815,"",
"Income of households in 2020","  $70,000 to $79,999",, 20975,"",
"Income of households in 2020","  $80,000 to $89,999",, 18315,"",
"Income of households in 2020","  $90,000 to $99,999",, 15955,"",
"Income of households in 2020","  $100,000 and over",,101285,"",
"Income of households in 2020","    $100,000 to $124,999",, 31545,"",
"Income of households in 2020","    $125,000 to $149,999",, 22240,"",
"Income of households in 2020","    $150,000 and over",, 47500,"",
"Income of economic families in 2020","Total - Income statistics for economic families in private households - 100% data",22,167155,"",
"Income of economic families in 2020","  Median total income of economic family in 2020 ($)",,113000,"",
"Income of economic families in 2020","  Median after-tax income of economic family in 2020 ($)",, 99000,"",
"Income of economic families in 2020","  Average family size of economic families",,    2.8,"",
"Income of economic families in 2020","Total - Income statistics for couple-only economic families in private households - 100% data",, 72300,"",
"Income of economic families in 2020","  Median total income of couple-only economic families in 2020 ($)",,106000,"",
"Income of economic families in 2020","  Median after-tax income of couple-only economic families in 2020 ($)",, 92000,"",
"Income of economic families in 2020","  Average family size of couple-only economic families",,    2.0,"",
"Income of economic families in 2020","Total - Income statistics for couple-with-children economic families in private households - 100% data",, 63570,"",
"Income of economic families in 2020","  Median total income of couple-with-children economic families  in 2020 ($)",,144000,"",
"Income of economic families in 2020","  Median after-tax income of couple-with-children economic families in 2020 ($)",,125000,"",
"Income of economic families in 2020","  Average family size of couple-with-children economic families",,    3.9,"",
"Income of economic families in 2020","Total - Income statistics for one-parent economic families in private households - 100% data",, 23830,"",
"Income of economic families in 2020","  Median total income of one-parent economic families in 2020 ($)",, 72500,"",
"Income of economic families in 2020","  Median after-tax income of one-parent economic families in 2020 ($)",, 66500,"",
"Income of economic families in 2020","  Average family size of one-parent economic families",,    2.5,"",
"Income of economic families in 2020","Total - Income statistics for persons aged 15 years and over not in economic families in private households - 100% data",23,176675,"",
"Income of economic families in 2020","  Median total income in 2020 ($)",24, 40800,"",
"Income of economic families in 2020","  Median after-tax income in 2020 ($)",24, 37200,"",
"Income of economic families in 2020","Total - Income statistics for economic families in private households - 25% sample data",25,167290,"",
"Income of economic families in 2020","  Average total income of economic family in 2020 ($)",,151000,"",
"Income of economic families in 2020","  Average after-tax income of economic family in 2020 ($)",,120400,"",
"Income of economic families in 2020","Total - Income statistics for couple-only economic families in private households - 25% sample data",, 72225,"",
"Income of economic families in 2020","  Average total income of couple-only economic families in 2020 ($)",,140000,"",
"Income of economic families in 2020","  Average after-tax income of couple-only economic families in 2020 ($)",,111400,"",
"Income of economic families in 2020","Total - Income statistics for couple-with-children economic families in private households - 25% sample data",, 63625,"",
"Income of economic families in 2020","  Average total income of couple-with-children economic families in 2020 ($)",,189800,"",
"Income of economic families in 2020","  Average after-tax income of couple-with-children economic families in 2020 ($)",,149600,"",
"Income of economic families in 2020","Total - Income statistics for one-parent economic families in private households - 25% sample data",, 23690,"",
"Income of economic families in 2020","  Average total income of one-parent economic families in 2020 ($)",, 91300,"",
"Income of economic families in 2020","  Average after-tax income of one-parent economic families in 2020 ($)",, 76000,"",
"Income of economic families in 2020","Total - Income statistics for persons aged 15 years and over not in economic families in private households - 25% sample data",26,176080,"",
"Income of economic families in 2020","  Average total income in 2020 ($)",24, 55850,"",
"Income of economic families in 2020","  Average after-tax income in 2020 ($)",24, 46080,"",
"Low income and income inequality in 2020","Total - LIM low-income status in 2020 for the population in private households - 100% data",27,650380,"",
"Low income and income inequality in 2020","  0 to 17 years",, 85590,"",
"Low income and income inequality in 2020","    0 to 5 years",, 28350,"",
"Low income and income inequality in 2020","  18 to 64 years",,457950,"",
"Low income and income inequality in 2020","  65 years and over",,106840,"",
"Low income and income inequality in 2020","In low income based on the Low-income measure, after tax (LIM-AT)",, 86125,"",
"Low income and income inequality in 2020","  0 to 17 years",, 11150,"",
"Low income and income inequality in 2020","    0 to 5 years",,  3325,"",
"Low income and income inequality in 2020","  18 to 64 years",, 55890,"",
"Low income and income inequality in 2020","  65 years and over",, 19085,"",
"Low income and income inequality in 2020","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",,   13.2,"",
"Low income and income inequality in 2020","  0 to 17 years (%)",,   13.0,"",
"Low income and income inequality in 2020","    0 to 5 years (%)",,   11.7,"",
"Low income and income inequality in 2020","  18 to 64 years (%)",,   12.2,"",
"Low income and income inequality in 2020","  65 years and over (%)",,   17.9,"",
"Low income and income inequality in 2020","Total - LICO low-income status in 2020 for the population in private households to whom the low-income concept is applicable - 100% data",27,650380,"",
"Low income and income inequality in 2020","  0 to 17 years",, 85590,"",
"Low income and income inequality in 2020","    0 to 5 years",, 28345,"",
"Low income and income inequality in 2020","  18 to 64 years",,457945,"",
"Low income and income inequality in 2020","  65 years and over",,106845,"",
"Low income and income inequality in 2020","In low income based on the Low-income cut-offs, after tax (LICO-AT)",, 65275,"",
"Low income and income inequality in 2020","  0 to 17 years",,  7110,"",
"Low income and income inequality in 2020","    0 to 5 years",,  1960,"",
"Low income and income inequality in 2020","  18 to 64 years",, 49925,"",
"Low income and income inequality in 2020","  65 years and over",,  8240,"",
"Low income and income inequality in 2020","Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",,   10.0,"",
"Low income and income inequality in 2020","  0 to 17 years (%)",,    8.3,"",
"Low income and income inequality in 2020","    0 to 5 years (%)",,    6.9,"",
"Low income and income inequality in 2020","  18 to 64 years (%)",,   10.9,"",
"Low income and income inequality in 2020","  65 years and over (%)",,    7.7,"",
"Low income and income inequality in 2020","Total - Adjusted after-tax economic family income decile group for the population in private households - 100% data",28,650385,"",
"Low income and income inequality in 2020","  In bottom half of the distribution",,303380,"",
"Low income and income inequality in 2020","    In bottom decile",, 88275,"",
"Low income and income inequality in 2020","    In second decile",, 59770,"",
"Low income and income inequality in 2020","    In third decile",, 53530,"",
"Low income and income inequality in 2020","    In fourth decile",, 50535,"",
"Low income and income inequality in 2020","    In fifth decile",, 51270,"",
"Low income and income inequality in 2020","  In top half of the distribution",,347000,"",
"Low income and income inequality in 2020","    In sixth decile",, 53315,"",
"Low income and income inequality in 2020","    In seventh decile",, 55165,"",
"Low income and income inequality in 2020","    In eighth decile",, 61520,"",
"Low income and income inequality in 2020","    In ninth decile",, 70990,"",
"Low income and income inequality in 2020","    In top decile",,106000,"",
"Low income and income inequality in 2020","Total - Inequality measures for the population in private households - 100% data",29,650380,"",
"Low income and income inequality in 2020","  Gini index on adjusted household total income",,    0.413,"",
"Low income and income inequality in 2020","  Gini index on adjusted household market income",,    0.504,"",
"Low income and income inequality in 2020","  Gini index on adjusted household after-tax income",,    0.361,"",
"Low income and income inequality in 2020","  P90/P10 ratio on adjusted household after-tax income",,    5.0,"",
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",30,654825,"",
"Knowledge of official languages","  English only",,555235,"",
"Knowledge of official languages","  French only",,   345,"",
"Knowledge of official languages","  English and French",, 61055,"",
"Knowledge of official languages","  Neither English nor French",, 38195,"",
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",31,654825,"",
"First official language spoken","  English",,602935,"",
"First official language spoken","  French",, 10485,"",
"First official language spoken","  English and French",,  3685,"",
"First official language spoken","  Neither English nor French",, 37725,"",
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",32,654825,"",
"Mother tongue","  Single responses",,619175,"",
"Mother tongue","    Official languages",,342060,"",
"Mother tongue","      English",,332135,"",
"Mother tongue","      French",,  9925,"",
"Mother tongue","    Non-official languages",,277105,"",
"Mother tongue","      Indigenous languages",33,   295,"",
"Mother tongue","        Algonquian languages",,   155,"",
"Mother tongue","          Blackfoot",,    10,"",
"Mother tongue","          Cree-Innu languages",,   115,"",
"Mother tongue","            Atikamekw",,     0,"",
"Mother tongue","            Cree languages",,   115,"",
"Mother tongue","              Ililimowin (Moose Cree)",,     0,"",
"Mother tongue","              Inu Ayimun (Southern East Cree)",,     0,"",
"Mother tongue","              Iyiyiw-Ayimiwin (Northern East Cree)",,     0,"",
"Mother tongue","              Nehinawewin (Swampy Cree)",,     5,"",
"Mother tongue","              Nehiyawewin (Plains Cree)",,    30,"",
"Mother tongue","              Nihithawiwin (Woods Cree)",,     5,"",
"Mother tongue","              Cree, n.o.s.",,    70,"",
"Mother tongue","            Innu (Montagnais)",,     0,"",
"Mother tongue","            Naskapi",,     0,"",
"Mother tongue","          Eastern Algonquian languages",,     5,"",
"Mother tongue","            Mi'kmaq",,     5,"",
"Mother tongue","            Wolastoqewi (Malecite)",,     0,"",
"Mother tongue","          Ojibway-Potawatomi languages",,    25,"",
"Mother tongue","            Anicinabemowin (Algonquin)",,     5,"",
"Mother tongue","            Oji-Cree",,     5,"",
"Mother tongue","            Ojibway languages",,    20,"",
"Mother tongue","              Anishinaabemowin (Chippewa)",,     5,"",
"Mother tongue","              Daawaamwin (Odawa)",,     0,"",
"Mother tongue","              Saulteau (Western Ojibway)",,     5,"",
"Mother tongue","              Ojibway, n.o.s.",,    15,"",
"Mother tongue","          Algonquian languages, n.i.e.",,     0,"",
